###nvmain stats
######===============
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.actWaits 505
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.actWaitTotal 18717
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.actWaitAverage 37.0634
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.measuredWriteTimes 19
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.cancelCountHisto {0: 18}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.bankEnergy 26152.9nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.activeEnergy 139.621nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.burstEnergy 140.532nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.bankPower 1.49349e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.activePower 79732.2W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.burstPower 80252.3W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.bandwidth 206.519MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.dataCycles 524
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.utilization 0.00484512
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.reads 112
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.writes 19
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.activates 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.precharges 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.activeCycles 12830
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.standbyCycles 95320
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.fastExitActiveCycles 26623
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.fastExitPrechargeCycles 1616357
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.actWaits 118
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.actWaitTotal 214
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.actWaitAverage 1.81356
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.subArrayEnergy 26232nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.activeEnergy 221.351nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.burstEnergy 137.92nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.measuredPauses 8
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.reads 120
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.writes 8
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.activates 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.precharges 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.actWaits 418
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.actWaitTotal 10274
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.actWaitAverage 24.5789
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.measuredWriteTimes 8
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.cancelCountHisto {0: 7}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.bankEnergy 26232nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.activeEnergy 221.351nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.burstEnergy 137.92nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.bankPower 1.49801e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.activePower 126405W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.burstPower 78760.3W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.bandwidth 201.789MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.dataCycles 512
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.utilization 0.00473417
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.reads 120
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.writes 8
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.activates 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.precharges 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.activeCycles 15417
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.standbyCycles 92733
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.fastExitActiveCycles 41200
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.fastExitPrechargeCycles 1601780
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.actWaits 186
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.actWaitTotal 107
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.actWaitAverage 0.575269
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank2.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.subArrayEnergy 26263.6nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.activeEnergy 221.351nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.burstEnergy 169.435nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.measuredPauses 24
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.reads 134
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.writes 24
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.activates 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.precharges 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.actWaits 457
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.actWaitTotal 11753
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.actWaitAverage 25.7177
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.measuredWriteTimes 24
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.cancelCountHisto {0: 23}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.bankEnergy 26263.6nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.activeEnergy 221.351nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.burstEnergy 169.435nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.bankPower 1.49981e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.activePower 126405W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.burstPower 96757.4W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.bandwidth 249.083MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.dataCycles 632
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.utilization 0.00584374
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.reads 134
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.writes 24
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.activates 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.precharges 65
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.activeCycles 16234
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.standbyCycles 91916
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.fastExitActiveCycles 42662
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.fastExitPrechargeCycles 1600318
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.actWaits 168
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.actWaitTotal 207
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.actWaitAverage 1.23214
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank3.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.subArrayEnergy 26397.7nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.activeEnergy 303.081nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.burstEnergy 221.843nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.measuredPauses 15
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.reads 191
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.writes 15
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.activates 89
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.precharges 89
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.actWaits 719
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.actWaitTotal 18387
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.actWaitAverage 25.573
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.measuredWriteTimes 15
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.cancelCountHisto {0: 14}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.bankEnergy 26397.7nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.activeEnergy 303.081nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.burstEnergy 221.843nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.bankPower 1.50747e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.activePower 173077W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.burstPower 126685W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.bandwidth 324.754MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.dataCycles 824
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.utilization 0.00761905
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.reads 191
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.writes 15
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.activates 89
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.precharges 89
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.activeCycles 21022
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.standbyCycles 87128
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.fastExitActiveCycles 49337
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.fastExitPrechargeCycles 1593643
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.actWaits 226
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.actWaitTotal 588
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.actWaitAverage 2.60177
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank4.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.subArrayEnergy 26123.6nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.activeEnergy 139.621nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.burstEnergy 111.237nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.measuredPauses 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.reads 101
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.writes 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.activates 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.precharges 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.actWaits 112
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.actWaitTotal 507
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.actWaitAverage 4.52679
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.measuredWriteTimes 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.cancelCountHisto {0: 1}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.bankEnergy 26123.6nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.activeEnergy 139.621nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.burstEnergy 111.237nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.bankPower 1.49182e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.activePower 79732.2W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.burstPower 63522.7W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.bandwidth 162.377MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.dataCycles 412
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.utilization 0.00380952
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.reads 101
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.writes 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.activates 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.precharges 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.activeCycles 12284
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.standbyCycles 95866
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.fastExitActiveCycles 28593
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.fastExitPrechargeCycles 1614387
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.actWaits 139
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.actWaitTotal 216
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.actWaitAverage 1.55396
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank5.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.subArrayEnergy 26288.7nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.activeEnergy 245.189nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.burstEnergy 170.745nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank6.subarray0.cancelledWrites 0
